id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,standard,dormitory_type,condition_type,construction,basement_status,month,season,waterfront_status,renovated_status,year,year_month,recomendation,sell_price,profit,price_median_region,price_median_season
7812800865,2014-11-19,170000.0,2,1.0,810,9882,1.0,0,0,3,6,810,0,1944,0,98178,47.4925,-122.23899999999999,950,7200,low_standard,apartment,regular,<1955,no,11,fall,no,no,2014,2014-11,comprar,216500.0,46500.0,279500.0,216500.0
7657600195,2014-11-05,199950.0,3,1.0,1340,7260,1.5,0,0,3,6,1340,0,1944,0,98178,47.4934,-122.23700000000001,1210,7260,low_standard,house,regular,<1955,no,11,fall,no,no,2014,2014-11,comprar,216500.0,16550.0,279500.0,216500.0
2520900301,2014-10-22,239300.0,3,1.0,1070,5750,1.0,0,0,3,7,1070,0,1952,0,98178,47.5071,-122.255,1420,6500,low_standard,house,regular,<1955,no,10,fall,no,no,2014,2014-10,comprar,263230.0,23930.0,279500.0,216500.0
7812800515,2014-10-25,159075.0,4,1.5,1580,6200,1.0,0,0,3,6,790,790,1944,0,98178,47.4971,-122.24,1320,6499,low_standard,house,regular,<1955,yes,10,fall,no,no,2014,2014-10,comprar,206797.5,47722.5,279500.0,216500.0
179001425,2014-10-24,230000.0,3,1.75,1420,3000,1.0,0,0,3,5,710,710,1931,2014,98178,47.4928,-122.274,1960,5000,low_standard,house,regular,<1955,yes,10,fall,no,yes,2014,2014-10,comprar,253000.00000000003,23000.00000000003,279500.0,216500.0
7812800775,2014-09-10,264250.0,3,1.0,1420,7420,1.5,0,0,3,6,1420,0,1944,0,98178,47.4949,-122.23899999999999,1290,6600,low_standard,house,regular,<1955,no,9,fall,no,no,2014,2014-09,comprar,290675.0,26425.0,279500.0,216500.0
179000505,2014-10-24,257000.0,3,1.75,1800,9000,1.0,0,0,3,7,1200,600,1961,0,98178,47.4932,-122.27799999999999,980,6000,low_standard,house,regular,>1955,yes,10,fall,no,no,2014,2014-10,comprar,282700.0,25700.0,279500.0,216500.0
1180002735,2014-11-19,269000.0,2,1.5,1010,6000,1.0,0,0,4,7,1010,0,1923,0,98178,47.498000000000005,-122.22200000000001,1290,6000,low_standard,apartment,good,<1955,no,11,fall,no,no,2014,2014-11,comprar,295900.0,26900.0,279500.0,216500.0
4279900140,2014-10-01,251000.0,4,2.0,1650,5974,1.0,0,0,5,7,860,790,1972,0,98178,47.5008,-122.257,1940,6001,low_standard,house,very good,>1955,yes,10,fall,no,no,2014,2014-10,comprar,276100.0,25100.0,279500.0,216500.0
3352401090,2014-11-13,238950.0,2,1.0,1190,11400,1.0,0,0,3,7,1190,0,1951,0,98178,47.5012,-122.265,1410,11400,low_standard,apartment,regular,<1955,no,11,fall,no,no,2014,2014-11,comprar,262845.0,23895.0,279500.0,216500.0
2976800749,2014-10-31,150000.0,4,2.0,1460,7254,1.0,0,0,3,6,1460,0,1959,0,98178,47.5056,-122.25399999999999,1460,7236,low_standard,house,regular,>1955,no,10,fall,no,no,2014,2014-10,comprar,195000.0,45000.0,279500.0,216500.0
7812800995,2014-09-05,200000.0,2,1.0,790,5985,1.0,0,0,3,6,790,0,1944,0,98178,47.4941,-122.24,1030,5985,low_standard,apartment,regular,<1955,no,9,fall,no,no,2014,2014-09,comprar,216500.0,16500.0,279500.0,216500.0
4059400515,2014-09-09,229950.0,2,1.0,920,7716,1.0,0,0,3,6,920,0,1944,0,98178,47.5028,-122.243,1410,7128,low_standard,apartment,regular,<1955,no,9,fall,no,no,2014,2014-09,comprar,252945.00000000003,22995.00000000003,279500.0,216500.0
7812801590,2014-10-30,219900.0,3,1.0,860,6664,1.0,0,0,3,6,860,0,1944,0,98178,47.4931,-122.24700000000001,1150,6857,low_standard,house,regular,<1955,no,10,fall,no,no,2014,2014-10,comprar,241890.00000000003,21990.00000000003,279500.0,216500.0
3352400351,2014-11-21,200000.0,3,1.0,1480,5600,1.0,0,0,4,6,940,540,1947,0,98178,47.5045,-122.27,1350,11100,low_standard,house,good,<1955,yes,11,fall,no,no,2014,2014-11,comprar,216500.0,16500.0,279500.0,216500.0
7812801850,2014-10-15,194000.0,3,1.0,1180,6050,1.0,0,0,3,6,820,360,1944,0,98178,47.4945,-122.249,1070,6050,low_standard,house,regular,<1955,yes,10,fall,no,no,2014,2014-10,comprar,216500.0,22500.0,279500.0,216500.0
7657600005,2014-10-31,249950.0,5,2.0,1730,7375,1.0,0,0,4,6,1730,0,1944,0,98178,47.4953,-122.238,1550,7125,low_standard,house,good,<1955,no,10,fall,no,no,2014,2014-10,comprar,274945.0,24995.0,279500.0,216500.0
2171400199,2014-09-04,277554.0,5,2.25,2350,13000,1.0,0,0,3,7,2350,0,1961,0,98178,47.4939,-122.256,1570,11440,low_standard,house,regular,>1955,no,9,fall,no,no,2014,2014-09,comprar,305309.4,27755.400000000023,279500.0,216500.0
7689600630,2014-11-06,216500.0,2,1.0,710,6960,1.0,0,0,4,6,710,0,1943,0,98178,47.4886,-122.24600000000001,940,7680,low_standard,apartment,good,<1955,no,11,fall,no,no,2014,2014-11,comprar,238150.00000000003,21650.00000000003,279500.0,216500.0
4059400190,2014-10-17,225000.0,2,1.0,800,6050,1.0,0,0,4,6,800,0,1944,0,98178,47.5001,-122.242,880,6050,low_standard,apartment,good,<1955,no,10,fall,no,no,2014,2014-10,comprar,247500.00000000003,22500.00000000003,279500.0,216500.0
3352401476,2014-11-24,199988.0,2,1.0,860,5000,1.0,0,0,3,7,860,0,1949,0,98178,47.5005,-122.26700000000001,1130,6000,low_standard,apartment,regular,<1955,no,11,fall,no,no,2014,2014-11,comprar,216500.0,16512.0,279500.0,216500.0
7689600215,2014-10-17,202500.0,3,1.0,1120,8576,1.0,0,0,3,6,1120,0,1943,0,98178,47.4896,-122.24799999999999,1050,8812,low_standard,house,regular,<1955,no,10,fall,no,no,2014,2014-10,comprar,216500.0,14000.0,279500.0,216500.0
3352400661,2014-11-10,135900.0,2,1.0,760,3800,1.0,0,0,3,6,760,0,1950,0,98178,47.5019,-122.26899999999999,1220,7410,low_standard,apartment,regular,<1955,no,11,fall,no,no,2014,2014-11,comprar,176670.0,40770.0,279500.0,216500.0
4060000240,2014-06-23,205425.0,2,1.0,880,6780,1.0,0,0,4,6,880,0,1945,0,98178,47.5009,-122.24799999999999,1190,6780,low_standard,apartment,good,<1955,no,6,summer,no,no,2014,2014-06,comprar,227000.0,21575.0,279500.0,227000.0
5476200160,2014-07-25,164808.0,3,1.0,1250,5411,1.0,0,0,3,7,1250,0,1980,0,98178,47.5064,-122.265,1490,6320,low_standard,house,regular,>1955,no,7,summer,no,no,2014,2014-07,comprar,214250.4,49442.399999999994,279500.0,227000.0
2171400126,2014-06-05,269000.0,3,1.0,1690,4250,1.0,0,0,3,7,1020,670,1967,0,98178,47.4945,-122.258,1820,8865,low_standard,house,regular,>1955,yes,6,summer,no,no,2014,2014-06,comprar,295900.0,26900.0,279500.0,227000.0
7812800310,2014-06-25,260000.0,2,1.0,1120,5650,1.0,0,0,3,6,1120,0,1944,0,98178,47.4979,-122.241,1270,6875,low_standard,apartment,regular,<1955,no,6,summer,no,no,2014,2014-06,comprar,286000.0,26000.0,279500.0,227000.0
3810000565,2014-07-02,255000.0,4,2.0,2430,8960,1.0,0,0,3,7,1430,1000,1960,0,98178,47.4979,-122.23200000000001,2430,8960,low_standard,house,regular,>1955,yes,7,summer,no,no,2014,2014-07,comprar,280500.0,25500.0,279500.0,227000.0
5476200123,2014-07-10,200000.0,4,2.0,2090,6630,1.0,0,0,3,7,1070,1020,1974,0,98178,47.5077,-122.26799999999999,1550,7980,low_standard,house,regular,>1955,yes,7,summer,no,no,2014,2014-07,comprar,227000.0,27000.0,279500.0,227000.0
7657000165,2014-07-30,200000.0,4,1.0,1070,7467,1.5,0,0,3,7,1070,0,1944,0,98178,47.4942,-122.235,1160,7467,low_standard,house,regular,<1955,no,7,summer,no,no,2014,2014-07,comprar,227000.0,27000.0,279500.0,227000.0
3348401584,2014-08-21,210000.0,3,1.75,1400,7300,2.0,0,0,3,6,1400,0,1948,0,98178,47.4999,-122.26799999999999,1440,10825,low_standard,house,regular,<1955,no,8,summer,no,no,2014,2014-08,comprar,227000.0,17000.0,279500.0,227000.0
3352402195,2014-07-16,169000.0,3,1.0,890,7110,1.0,0,0,3,6,890,0,1957,0,98178,47.4971,-122.26100000000001,1100,8375,low_standard,house,regular,>1955,no,7,summer,no,no,2014,2014-07,comprar,219700.0,50700.0,279500.0,227000.0
9282801950,2014-08-18,279000.0,4,1.0,1210,6000,1.5,0,2,3,7,1210,0,1943,0,98178,47.5026,-122.234,1470,6000,low_standard,house,regular,<1955,no,8,summer,no,no,2014,2014-08,comprar,306900.0,27900.0,279500.0,227000.0
8068000585,2014-08-27,235000.0,2,1.0,880,5600,1.0,0,0,5,7,880,0,1955,0,98178,47.5071,-122.265,1240,7015,low_standard,apartment,very good,<1955,no,8,summer,no,no,2014,2014-08,comprar,258500.00000000003,23500.00000000003,279500.0,227000.0
1180008315,2014-07-15,212000.0,3,1.0,1040,6800,1.0,0,0,5,6,1040,0,1951,0,98178,47.492,-122.22399999999999,1430,6080,low_standard,house,very good,<1955,no,7,summer,no,no,2014,2014-07,comprar,227000.0,15000.0,279500.0,227000.0
7657000225,2014-07-19,205000.0,3,1.0,860,7467,1.0,0,0,3,6,860,0,1944,0,98178,47.4947,-122.23700000000001,1280,7467,low_standard,house,regular,<1955,no,7,summer,no,no,2014,2014-07,comprar,227000.0,22000.0,279500.0,227000.0
7812801115,2014-06-13,153000.0,3,1.0,1270,6405,1.5,0,0,3,6,1270,0,1944,0,98178,47.4959,-122.241,1110,6405,low_standard,house,regular,<1955,no,6,summer,no,no,2014,2014-06,comprar,198900.0,45900.0,279500.0,227000.0
2144800615,2014-06-25,190000.0,1,0.75,930,29258,1.0,0,0,3,6,930,0,1941,0,98178,47.4837,-122.236,2000,18321,low_standard,studio,regular,<1955,no,6,summer,no,no,2014,2014-06,comprar,227000.0,37000.0,279500.0,227000.0
2172000846,2014-06-19,248000.0,4,2.0,2080,13510,1.0,0,0,3,7,1040,1040,1950,0,98178,47.4918,-122.258,2010,11625,low_standard,house,regular,<1955,yes,6,summer,no,no,2014,2014-06,comprar,272800.0,24800.0,279500.0,227000.0
3352400325,2014-07-24,225000.0,3,1.5,1220,8345,1.5,0,0,3,7,1220,0,1931,0,98178,47.5038,-122.266,1880,10169,low_standard,house,regular,<1955,no,7,summer,no,no,2014,2014-07,comprar,227000.0,2000.0,279500.0,227000.0
1180007005,2014-06-25,265950.0,3,1.5,1150,8450,1.0,0,0,4,6,1150,0,1951,0,98178,47.4927,-122.22399999999999,1160,6800,low_standard,house,good,<1955,no,6,summer,no,no,2014,2014-06,comprar,292545.0,26595.0,279500.0,227000.0
4058801065,2014-08-08,272000.0,3,2.0,1200,5700,1.0,0,0,5,7,1200,0,1942,0,98178,47.5031,-122.242,1190,6384,low_standard,house,very good,<1955,no,8,summer,no,no,2014,2014-08,comprar,299200.0,27200.0,279500.0,227000.0
2144800117,2014-06-26,270000.0,4,2.25,2600,9900,1.0,0,0,3,7,1600,1000,1965,0,98178,47.4881,-122.23700000000001,1770,11250,low_standard,house,regular,>1955,yes,6,summer,no,no,2014,2014-06,comprar,297000.0,27000.0,279500.0,227000.0
7812801925,2014-06-24,230000.0,4,1.75,1850,6000,1.0,0,0,4,6,1270,580,1944,0,98178,47.4923,-122.24700000000001,1270,6600,low_standard,house,good,<1955,yes,6,summer,no,no,2014,2014-06,comprar,253000.00000000003,23000.00000000003,279500.0,227000.0
1180002075,2014-08-25,235000.0,3,1.0,1210,6000,1.0,0,0,3,7,1210,0,1930,0,98178,47.4984,-122.22399999999999,1210,6000,low_standard,house,regular,<1955,no,8,summer,no,no,2014,2014-08,comprar,258500.00000000003,23500.00000000003,279500.0,227000.0
3352402272,2014-06-11,230000.0,5,2.0,1910,7200,1.0,0,0,4,6,1110,800,1951,0,98178,47.4975,-122.26100000000001,1150,5948,low_standard,house,good,<1955,yes,6,summer,no,no,2014,2014-06,comprar,253000.00000000003,23000.00000000003,279500.0,227000.0
4058802255,2014-07-24,219950.0,2,1.0,990,6448,1.0,0,0,3,7,990,0,1948,0,98178,47.5031,-122.245,1130,7200,low_standard,apartment,regular,<1955,no,7,summer,no,no,2014,2014-07,comprar,227000.0,7050.0,279500.0,227000.0
7689600360,2014-06-13,215000.0,2,1.0,710,7200,1.0,0,0,3,6,710,0,1943,0,98178,47.4903,-122.245,960,7200,low_standard,apartment,regular,<1955,no,6,summer,no,no,2014,2014-06,comprar,227000.0,12000.0,279500.0,227000.0
7689600330,2014-08-13,207000.0,3,1.0,860,7740,1.0,0,0,3,6,860,0,1960,0,98178,47.4906,-122.244,980,7200,low_standard,house,regular,>1955,no,8,summer,no,no,2014,2014-08,comprar,227000.0,20000.0,279500.0,227000.0
2172000035,2014-08-21,190000.0,2,1.0,930,11450,1.0,0,0,3,6,930,0,1946,0,98178,47.4862,-122.264,1150,11450,low_standard,apartment,regular,<1955,no,8,summer,no,no,2014,2014-08,comprar,227000.0,37000.0,279500.0,227000.0
3348401490,2014-06-30,265000.0,2,2.0,1860,10856,1.0,0,0,3,8,1260,600,1952,0,98178,47.4989,-122.265,1250,10008,low_standard,apartment,regular,<1955,yes,6,summer,no,no,2014,2014-06,comprar,291500.0,26500.0,279500.0,227000.0
3348401622,2014-07-31,223000.0,3,2.0,1310,8440,1.0,0,0,5,6,1310,0,1951,0,98178,47.5003,-122.26899999999999,1790,10775,low_standard,house,very good,<1955,no,7,summer,no,no,2014,2014-07,comprar,227000.0,4000.0,279500.0,227000.0
1180005280,2014-07-23,239950.0,4,1.0,1460,6000,1.0,0,0,4,7,730,730,1941,0,98178,47.4952,-122.22399999999999,1190,6000,low_standard,house,good,<1955,yes,7,summer,no,no,2014,2014-07,comprar,263945.0,23995.0,279500.0,227000.0
4059400585,2014-06-24,218000.0,3,1.0,880,18205,1.0,0,0,4,6,880,0,1945,0,98178,47.5013,-122.244,1110,16115,low_standard,house,good,<1955,no,6,summer,no,no,2014,2014-06,comprar,227000.0,9000.0,279500.0,227000.0
7812801700,2014-06-10,227000.0,4,1.0,1200,7200,1.5,0,0,3,6,1200,0,1944,0,98178,47.4951,-122.24799999999999,1070,6050,low_standard,house,regular,<1955,no,6,summer,no,no,2014,2014-06,comprar,249700.00000000003,22700.00000000003,279500.0,227000.0
4060000290,2014-06-17,253000.0,3,1.5,880,6600,1.0,0,0,5,6,880,0,1945,0,98178,47.5002,-122.24700000000001,1020,6600,low_standard,house,very good,<1955,no,6,summer,no,no,2014,2014-06,comprar,278300.0,25300.0,279500.0,227000.0
4060000170,2014-08-20,255000.0,2,1.0,1260,7810,2.0,0,0,3,6,1260,0,1945,0,98178,47.5003,-122.24799999999999,1260,7755,low_standard,apartment,regular,<1955,no,8,summer,no,no,2014,2014-08,comprar,280500.0,25500.0,279500.0,227000.0
3347401315,2014-06-16,220000.0,3,2.0,1410,7998,1.0,0,0,4,7,1410,0,1940,0,98178,47.4968,-122.277,1780,8278,low_standard,house,good,<1955,no,6,summer,no,no,2014,2014-06,comprar,227000.0,7000.0,279500.0,227000.0
7812800215,2014-08-08,235000.0,4,1.0,1500,6360,1.5,0,0,3,6,1500,0,1944,0,98178,47.4979,-122.24,1190,6360,low_standard,house,regular,<1955,no,8,summer,no,no,2014,2014-08,comprar,258500.00000000003,23500.00000000003,279500.0,227000.0
2144800146,2014-08-26,257500.0,3,2.0,1300,9334,1.0,0,0,5,7,1300,0,1981,0,98178,47.4865,-122.238,2210,9636,low_standard,house,very good,>1955,no,8,summer,no,no,2014,2014-08,comprar,283250.0,25750.0,279500.0,227000.0
7878400043,2014-08-05,185000.0,3,1.75,1080,9262,1.0,0,0,3,7,1080,0,1968,0,98178,47.4883,-122.24799999999999,1090,9262,low_standard,house,regular,>1955,no,8,summer,no,no,2014,2014-08,comprar,227000.0,42000.0,279500.0,227000.0
1123049232,2014-06-06,279000.0,5,2.5,2690,5557,2.0,0,0,3,7,2690,0,2012,0,98178,47.4914,-122.25299999999999,2090,10500,low_standard,house,regular,>1955,no,6,summer,no,no,2014,2014-06,comprar,306900.0,27900.0,279500.0,227000.0
6874200960,2015-02-27,170000.0,2,1.0,860,5265,1.0,0,0,3,6,860,0,1931,0,98178,47.5048,-122.272,1650,8775,low_standard,apartment,regular,<1955,no,2,winter,no,no,2015,2015-02,comprar,221000.0,51000.0,279500.0,222900.0
3969300030,2014-12-29,239900.0,4,1.0,1000,7134,1.0,0,0,3,6,1000,0,1943,0,98178,47.4897,-122.24,1020,7138,low_standard,house,regular,<1955,no,12,winter,no,no,2014,2014-12,comprar,263890.0,23990.0,279500.0,222900.0
561000075,2014-12-31,260000.0,3,1.0,1180,5350,1.5,0,0,4,6,1180,0,1959,0,98178,47.505,-122.259,1490,5350,low_standard,house,good,>1955,no,12,winter,no,no,2014,2014-12,comprar,286000.0,26000.0,279500.0,222900.0
3348401740,2015-01-27,188000.0,2,1.5,1120,17487,1.0,0,0,3,6,1120,0,1924,0,98178,47.5024,-122.271,1690,8056,low_standard,apartment,regular,<1955,no,1,winter,no,no,2015,2015-01,comprar,222900.0,34900.0,279500.0,222900.0
3352402236,2014-12-15,252500.0,3,2.0,1150,6000,1.0,0,0,5,7,1150,0,1956,0,98178,47.498000000000005,-122.26299999999999,1980,6360,low_standard,house,very good,>1955,no,12,winter,no,no,2014,2014-12,comprar,277750.0,25250.0,279500.0,222900.0
185000118,2015-02-23,212000.0,4,2.0,1880,7500,1.0,0,0,5,6,980,900,1946,0,98178,47.495,-122.266,1670,14350,low_standard,house,very good,<1955,yes,2,winter,no,no,2015,2015-02,comprar,222900.0,10900.0,279500.0,222900.0
3352400004,2015-01-29,184500.0,2,1.0,720,5880,1.0,0,0,3,6,720,0,1940,0,98178,47.5056,-122.27,1440,7200,low_standard,apartment,regular,<1955,no,1,winter,no,no,2015,2015-01,comprar,222900.0,38400.0,279500.0,222900.0
3800008,2015-02-24,178000.0,5,1.5,1990,18200,1.0,0,0,3,7,1990,0,1960,0,98178,47.4938,-122.262,1860,8658,low_standard,house,regular,>1955,no,2,winter,no,no,2015,2015-02,comprar,222900.0,44900.0,279500.0,222900.0
2328800130,2014-12-17,220000.0,3,1.75,1900,7680,1.0,0,0,3,7,1260,640,1959,0,98178,47.5081,-122.266,2000,7740,low_standard,house,regular,>1955,yes,12,winter,no,no,2014,2014-12,comprar,222900.0,2900.0,279500.0,222900.0
7129300420,2014-12-02,258000.0,3,1.75,1040,5650,1.0,0,0,5,6,1040,0,1951,0,98178,47.5111,-122.256,1290,5650,low_standard,house,very good,<1955,no,12,winter,no,no,2014,2014-12,comprar,283800.0,25800.0,279500.0,222900.0
4060000440,2015-02-04,241000.0,3,1.0,880,6050,1.0,0,0,3,6,880,0,1945,0,98178,47.4995,-122.24799999999999,1130,6050,low_standard,house,regular,<1955,no,2,winter,no,no,2015,2015-02,comprar,265100.0,24100.0,279500.0,222900.0
4136800205,2015-02-19,258000.0,2,2.0,750,6553,1.5,0,2,3,7,750,0,1945,0,98178,47.4982,-122.221,1140,7500,low_standard,apartment,regular,<1955,no,2,winter,no,no,2015,2015-02,comprar,283800.0,25800.0,279500.0,222900.0
7812800681,2015-01-02,166000.0,2,1.0,870,8487,1.0,0,0,4,6,870,0,1944,0,98178,47.4955,-122.23899999999999,1350,6850,low_standard,apartment,good,<1955,no,1,winter,no,no,2015,2015-01,comprar,215800.0,49800.0,279500.0,222900.0
1180003435,2014-12-09,275000.0,4,1.75,1690,6000,1.0,0,0,3,7,1690,0,1957,0,98178,47.497,-122.227,1350,6000,low_standard,house,regular,>1955,no,12,winter,no,no,2014,2014-12,comprar,302500.0,27500.0,279500.0,222900.0
3878900681,2015-01-21,272000.0,1,0.75,1040,6034,1.0,0,1,3,7,580,460,1991,0,98178,47.5078,-122.251,1560,5650,low_standard,studio,regular,>1955,yes,1,winter,no,no,2015,2015-01,comprar,299200.0,27200.0,279500.0,222900.0
7812801125,2015-01-12,222900.0,2,1.0,1110,6411,1.0,0,0,3,6,1110,0,1944,0,98178,47.4962,-122.242,1150,6504,low_standard,apartment,regular,<1955,no,1,winter,no,no,2015,2015-01,comprar,245190.00000000003,22290.00000000003,279500.0,222900.0
7657000085,2015-02-02,218000.0,2,1.5,2010,7755,2.0,0,0,3,7,2010,0,1952,0,98178,47.4947,-122.23299999999999,1360,8037,low_standard,apartment,regular,<1955,no,2,winter,no,no,2015,2015-02,comprar,222900.0,4900.0,279500.0,222900.0
393000385,2014-12-15,255000.0,3,1.5,1320,7980,1.0,0,0,3,7,1320,0,1956,0,98178,47.5068,-122.259,2000,7700,low_standard,house,regular,>1955,no,12,winter,no,no,2014,2014-12,comprar,280500.0,25500.0,279500.0,222900.0
179001101,2015-01-05,135000.0,3,1.0,840,3000,1.0,0,0,3,5,840,0,1943,0,98178,47.494,-122.275,1010,6000,low_standard,house,regular,<1955,no,1,winter,no,no,2015,2015-01,comprar,175500.0,40500.0,279500.0,222900.0
3347400525,2014-12-16,147000.0,3,1.0,1070,14000,1.0,0,0,3,7,1070,0,1960,0,98178,47.4971,-122.279,920,12500,low_standard,house,regular,>1955,no,12,winter,no,no,2014,2014-12,comprar,191100.0,44100.0,279500.0,222900.0
1123049126,2014-12-03,227000.0,3,1.0,1340,10035,1.0,0,0,3,7,1340,0,1959,0,98178,47.4916,-122.25399999999999,2090,10035,low_standard,house,regular,>1955,no,12,winter,no,no,2014,2014-12,comprar,249700.00000000003,22700.00000000003,279500.0,222900.0
3151600035,2015-01-07,261590.0,2,1.0,760,6407,1.0,0,0,3,6,760,0,1943,0,98178,47.4977,-122.259,1050,8580,low_standard,apartment,regular,<1955,no,1,winter,no,no,2015,2015-01,comprar,287749.0,26159.0,279500.0,222900.0
4440400155,2015-01-06,190000.0,3,1.0,1280,5100,1.0,0,0,3,7,880,400,1961,0,98178,47.5035,-122.259,1360,6120,low_standard,house,regular,>1955,yes,1,winter,no,no,2015,2015-01,comprar,222900.0,32900.0,279500.0,222900.0
7812801785,2015-02-18,221347.0,3,2.0,1580,6655,1.0,0,0,3,6,790,790,1944,0,98178,47.4927,-122.24799999999999,1090,6655,low_standard,house,regular,<1955,yes,2,winter,no,no,2015,2015-02,comprar,222900.0,1553.0,279500.0,222900.0
3352401037,2015-01-08,224000.0,3,1.75,1760,6300,1.0,0,0,3,7,1060,700,1963,0,98178,47.5003,-122.26,1340,7300,low_standard,house,regular,>1955,yes,1,winter,no,no,2015,2015-01,comprar,246400.00000000003,22400.00000000003,279500.0,222900.0
4268200055,2015-05-01,245000.0,3,1.75,1740,11547,1.0,0,0,3,7,1740,0,1954,0,98178,47.4945,-122.22,880,78408,low_standard,house,regular,<1955,no,5,spring,no,no,2015,2015-05,comprar,269500.0,24500.0,279500.0,229250.0
2171400218,2015-04-16,245000.0,4,1.5,1280,8000,1.0,0,0,3,6,1280,0,1960,0,98178,47.4949,-122.255,1420,8211,low_standard,house,regular,>1955,no,4,spring,no,no,2015,2015-04,comprar,269500.0,24500.0,279500.0,229250.0
3810000860,2015-05-06,240000.0,4,1.5,1920,7973,1.0,0,0,3,8,1920,0,1955,0,98178,47.4961,-122.235,2020,8840,low_standard,house,regular,<1955,no,5,spring,no,no,2015,2015-05,comprar,264000.0,24000.0,279500.0,229250.0
3810000465,2014-05-20,243000.0,2,1.0,1770,5522,1.5,0,0,4,7,960,810,1943,0,98178,47.4974,-122.23100000000001,1830,7378,low_standard,apartment,good,<1955,yes,5,spring,no,no,2014,2014-05,comprar,267300.0,24300.0,279500.0,229250.0
3352401981,2014-05-21,199000.0,4,2.0,2030,8120,2.0,0,0,3,7,2030,0,1950,0,98178,47.4994,-122.26100000000001,1520,9440,low_standard,house,regular,<1955,no,5,spring,no,no,2014,2014-05,comprar,229250.0,30250.0,279500.0,229250.0
2172000750,2014-05-27,160000.0,2,1.0,1180,9350,1.0,0,0,3,6,1180,0,1918,0,98178,47.4889,-122.259,1780,9306,low_standard,apartment,regular,<1955,no,5,spring,no,no,2014,2014-05,comprar,208000.0,48000.0,279500.0,229250.0
